?cls	?def	?xrefs
<https://www.tib.eu/digitrubber#DIGITRUBBER_000108>	"Cumulative expression for the value of overarching entity groups (e.g., human ressource, maintenance) within the system under study"@en	
<https://w3id.org/pmd/co/PMD_0000619>		
<https://w3id.org/pmd/co/PMD_0050016>		
<https://w3id.org/pmd/co/PMD_0000922>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000381>	"Maschine mit Temperaturregelung, welche einen oder mehrere Rotoren in einer geschlossenen Kammer beinhaltet und zum Mastizieren und/oder zur Einarbeitung und Dispersion von Mischungsbestandteilen in den Kautschuk genutzt wird"@de	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000359>	"A physical quality of the thermal energy of a system."@en	
<https://w3id.org/pmd/co/PMD_0000813>		
<https://w3id.org/pmd/co/PMD_0000946>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000215>	"A quality of a sample in terms of homogenity, or the distribution of concentration of a specific component in a mixture, in a macroscopic body."@en	
<https://w3id.org/pmd/co/PMD_0020031>		
<http://purl.obolibrary.org/obo/PATO_0001546>	"A physical quality inhering in a bearer by virtue of the bearer's exhibiting the physical characteristics of an entity characterized by particles arranged such that their shape and volume are relatively stable."@en	
<http://purl.obolibrary.org/obo/BFO_0000148>		
<https://w3id.org/pmd/co/PMD_0001022>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000239>	"The use of a digital computer to process digital images through an algorithm."@en	
<http://purl.obolibrary.org/obo/digitrubber/digitrubber-full.owl/DIGITRUBBER_1000009>	"Compound that has not been vulcanized and may be heated in an oven to form of network."@en	
<https://w3id.org/pmd/co/PMD_0050097>		
<https://w3id.org/pmd/co/PMD_0020079>		
<https://w3id.org/pmd/co/PMD_0050073>		
<https://w3id.org/pmd/co/PMD_0020055>		
<https://www.tib.eu/digitrubber#http://purl.obolibrary.org/obo/NCIT_C16237>	"The act of validating; finding or testing the truth of something."@en	
<http://purl.obolibrary.org/obo/CHEBI_33381>	"A lanthanoid atom that has formula Yb."	
